title,platform_name,region_code,amount
Riven: The Sequel to Myst,PC,NA,1.52
Tom Clancy's Rainbow Six: Vegas 2,X360,NA,1.56
Sonic Adventure,DC,NA,1.26
Ice Hockey,NES,NA,1.27
pro evolution soccer 2011,PS3,NA,0.29
Dragon Ball Z: Budokai 2,PS2,NA,1.63
ATV Offroad Fury,PS2,NA,2.07
Dino Crisis,PS,NA,0.81
Minecraft,XOne,NA,1.43
Need for Speed: ProStreet,PS2,NA,0.69
Madden NFL 16,XOne,NA,2.07
Tetris Plus,PS,NA,2.1
Pro Wrestling,NES,NA,0.77
Theme Hospital,PC,NA,2.3
Need for Speed (2015),PS4,NA,0.49
Zumba Fitness,X360,NA,1.74
Monopoly,PC,NA,1.49
Batman: Arkham Origins,PS3,NA,1.07
Dead Island,X360,NA,1.48
Guitar Hero,PS2,NA,1.67
LEGO Star Wars: The Complete Saga,PS3,NA,1.02
Kinect: Disneyland Adventures,X360,NA,1.73
WCW/nWo Revenge,N64,NA,1.94
Bloodborne,PS4,NA,1.0
NBA 2K15,PS4,NA,1.46
Madden NFL 11,PS3,NA,2.04
Yu-Gi-Oh! The Duelists of the Roses,PS2,NA,1.16
Madden NFL 08,X360,NA,2.18
Half-Life 2,PC,NA,2.28
The Incredibles,PS2,NA,0.96
Tony Hawk's Underground 2,PS2,NA,1.25
Madden NFL 10,PS3,NA,2.03
Kinect Sports: Season Two,X360,NA,1.38
Kirby's Dream Land 2,GB,NA,0.69
LEGO Harry Potter: Years 1-4,DS,NA,1.07
Donkey Kong Land II,GB,NA,1.39
Midnight Club: Los Angeles,X360,NA,1.68
Skylanders SWAP Force,Wii,NA,1.32
WWE SmackDown vs Raw 2008,PS2,NA,0.92
My Fitness Coach,Wii,NA,1.2
Resident Evil - Code: Veronica X,PS2,NA,1.08
The Sims 3,X360,NA,1.27
The Legend of Zelda: Majora's Mask 3D,3DS,NA,1.14
NBA 2K16,XOne,NA,1.93
Just Dance Kids,Wii,NA,1.57
Mario Tennis,N64,NA,0.78
Grand Theft Auto,PS,NA,0.79
James Bond 007: Everything or Nothing,PS2,NA,0.85
WarioWare Touched!,DS,NA,0.52
Need For Speed: High Stakes,PS,NA,1.58
Chrono Trigger,SNES,NA,0.28
Cool Boarders 3,PS,NA,1.65
LEGO Marvel Super Heroes,X360,NA,1.24
Guild Wars 2,PC,NA,0.95
Pokemon Ranger: Shadows of Almia,DS,NA,0.95
Dead Island,PS3,NA,1.08
Tomb Raider II,PC,NA,0.91
God of War: Ascension,PS3,NA,1.23
Need for Speed Underground 2,XB,NA,1.38
Pro Evolution Soccer 2010,PS3,NA,0.3
Just Dance 2015,Wii,NA,1.11
Mario Bros.,NES,NA,0.51
FIFA Soccer 09,PS2,NA,0.38
Star Wars: The Force Unleashed,PS3,NA,1.01
Borderlands 2,PS3,NA,1.05
TOCA Touring Car Championship,PS,NA,0.07
Paper Mario: Sticker Star,3DS,NA,1.12
Sonic's Ultimate Genesis Collection,PS3,NA,1.34
Super Monkey Ball: Banana Blitz,Wii,NA,1.07
Kirby: Nightmare in Dream Land,GBA,NA,1.22
Wario Land 4,GBA,NA,0.9
Guitar Hero III: Legends of Rock,PS3,NA,1.4
Resident Evil 4,Wii,NA,1.34
Minecraft,PSV,NA,0.28
Onimusha 2: Samurai's Destiny,PS2,NA,0.62
Cool Boarders 2,PS,NA,1.52
Paper Mario: The Thousand-Year Door,GC,NA,1.48
Madden NFL 12,PS3,NA,1.93
Monster Hunter Tri,Wii,NA,0.67
Dissidia: Final Fantasy,PSP,NA,0.51
Sonic Advance,GBA,NA,1.19
Spyro: Season of Ice,GBA,NA,1.29
Teenage Mutant Ninja Turtles II: The Arcade Game,NES,NA,1.74
LEGO Indiana Jones: The Original Adventures,DS,NA,1.42
Dance Dance Revolution X2,PS2,NA,1.09
New Super Luigi U,WiiU,NA,1.27
Prince of Persia: The Sands of Time,PS2,NA,0.88
Scribblenauts,DS,NA,1.71
The Legend of Zelda: Link's Awakening DX,GB,NA,1.0
Need for Speed: Hot Pursuit,X360,NA,1.03
BioShock 2,X360,NA,1.45
Assassin's Creed IV: Black Flag,XOne,NA,1.47
Devil May Cry 3: Dante's Awakening Special Edition,PS2,NA,1.06
Rock Band 2,X360,NA,1.78
Frogger,2600,NA,2.06
Guitar Hero II,X360,NA,2.01
Wario Land 3,GB,NA,1.11
Pro Yakyuu Family Stadium,NES,NA,0.15
Sonic Unleashed,Wii,NA,1.28
High School Musical: Makin' the Cut!,DS,NA,1.06
Pro Evolution Soccer 2012,PS3,NA,0.34
Saints Row,X360,NA,1.17
Star Wars: Knights of the Old Republic,XB,NA,1.68
Kirby's Pinball Land,GB,NA,0.87
Donkey Kong Country,GB,NA,1.04
Hitman: Absolution,PS3,NA,0.59
ATV Offroad Fury 2,PS2,NA,1.92
Forza Motorsport 5,XOne,NA,1.21
Madden NFL 25,X360,NA,1.97
Pokemon Ranger,DS,NA,1.29
Mario & Luigi: Superstar Saga,GBA,NA,1.48
Final Fantasy XIII,X360,NA,1.27
Star Wars: Rogue Squadron,N64,NA,1.6
Tennis,NES,NA,0.48
The Sims: House Party,PC,NA,1.23
Your Shape featuring Jenny McCarthy,Wii,NA,1.51
Syphon Filter 2,PS,NA,1.5
Tom Clancy's Rainbow Six: Siege,PS4,NA,0.54
Volleyball,NES,NA,0.14
FIFA 15,XOne,NA,0.6
Call of Duty: Roads to Victory,PSP,NA,0.52
Super Mario RPG: Legend of the Seven Stars,SNES,NA,0.66
Mahjong,NES,NA,0.01
R.C. Pro-Am,NES,NA,1.47
SimCity 2000,PC,NA,1.2
Demon Attack,2600,NA,1.99
Dance Dance Revolution Extreme,PS2,NA,1.04
Tetris DS,DS,NA,0.64
Final Fantasy Tactics Advance,GBA,NA,0.82
Far Cry: Primal,PS4,NA,0.59
Toy Story 3: The Video Game,DS,NA,0.93
Final Fantasy III,DS,NA,0.91
Kirby's Epic Yarn,Wii,NA,1.47
Project Gotham Racing,XB,NA,1.37
Golf,GB,NA,0.83
NBA 2K12,PS3,NA,1.61
Borderlands,PS3,NA,1.2
Tony Hawk's Pro Skater,N64,NA,1.68
PES 2009: Pro Evolution Soccer,PS3,NA,0.11
Need for Speed: Hot Pursuit 2,PS2,NA,1.68
Mario Sports Mix,Wii,NA,0.9
Dynasty Warriors 4,PS2,NA,0.63
Mortal Kombat,X360,NA,1.63
Parasite Eve,PS,NA,0.94
Scooby-Doo! Night of 100 Frights,PS2,NA,1.17
Project Gotham Racing (JP weekly sales),XB,NA,1.54
Need for Speed: Most Wanted 5-1-0,PSP,NA,1.77
Portal 2,X360,NA,1.41
Devil May Cry 3: Dante's Awakening,PS2,NA,0.99
Dead Rising,X360,NA,1.16
Finding Nemo,PS2,NA,1.26
NBA 2K11,X360,NA,1.84
Wipeout: The Game,Wii,NA,1.97
The Sims 2: Pets,DS,NA,0.92
Battlefield: Hardline,PS4,NA,0.7
Metal Gear Solid: Peace Walker,PSP,NA,0.46
World of Warcraft: Cataclysm,PC,NA,1.77
Tetris Worlds,PS2,NA,1.11
Need For Speed: Undercover,PS3,NA,0.63
Dance Dance Revolution: Hottest Party,Wii,NA,1.36
Mario Party 5,GC,NA,0.97
Ghostbusters: The Video Game (DS Version),PS3,NA,0.59
Sim Theme Park,PC,NA,2.04
Warcraft: Orcs & Humans,PC,NA,0.89
Skate 3,PS3,NA,0.79
Spec Ops: Airborne Commando,PS,NA,1.54
Kingdom Hearts: Birth by Sleep,PSP,NA,0.63
UFC 2009 Undisputed,X360,NA,1.48
Dark Souls,PS3,NA,0.75
Yu-Gi-Oh! The Eternal Duelist Soul,GBA,NA,1.64
Need for Speed: ProStreet,X360,NA,1.04
The Sims 3,PS3,NA,0.73
Tom Clancy's Splinter Cell: Conviction,X360,NA,1.2
Pokemon Mystery Dungeon: Red/Blue Rescue Team,GBA,NA,0.71
The Incredibles,GBA,NA,1.15
R4: Ridge Racer Type 4,PS,NA,0.68
SoulCalibur II,PS2,NA,1.06
Mario & Luigi: Dream Team,3DS,NA,0.89
Need for Speed: ProStreet,PS3,NA,0.73
Carnival Games,DS,NA,1.23
NBA 2K14,PS3,NA,1.43
Pokémon Mystery Dungeon: Blue Rescue Team,DS,NA,1.16
Sonic Mega Collection,GC,NA,1.47
Diablo III,PS3,NA,0.71
NBA Jam,GEN,NA,1.75
PGR4 - Project Gotham Racing 4,X360,NA,0.48
Kingdom Hearts 358/2 Days,DS,NA,1.11
Dance Central 2,X360,NA,1.45
Rayman Raving Rabbids: TV Party,Wii,NA,0.73
SOCOM: U.S. Navy SEALs: Combined Assault,PS2,NA,1.74
Peter Jackson's King Kong: The Official Game of the Movie,PS2,NA,0.71
Donkey Kong Country,GBA,NA,1.2
Need for Speed: The Run,PS3,NA,0.58
Madden NFL 15,PS4,NA,1.53
1080°: TenEighty Snowboarding,N64,NA,1.25
Just Dance 3,X360,NA,1.47
NBA Live 2004,PS2,NA,1.57
Dead Space,PS3,NA,1.05
Call of Duty 2,X360,NA,1.81
Madden NFL 15,X360,NA,1.76
Forza Horizon,X360,NA,0.82
TouchMaster,DS,NA,0.49
Tom Clancy's The Division,XOne,NA,1.2
LEGO Marvel Super Heroes,PS3,NA,0.77
Fire Emblem: Awakening,3DS,NA,0.89
DriveClub,PS4,NA,0.35
Super Street Fighter II,SNES,NA,0.52
Mortal Kombat vs. DC Universe,PS3,NA,1.48
Tenchu: Stealth Assassins,PS,NA,0.95
Tennis,GB,NA,0.75
Harry Potter and the Chamber of Secrets,GBA,NA,1.21
Harry Potter and the Chamber of Secrets,PS,NA,0.75
SimCity,SNES,NA,0.93
Battlefield 4,XOne,NA,1.25
Resident Evil 6,X360,NA,1.11
Dragon Age: Inquisition,PS4,NA,0.72
Sonic Classic Collection,DS,NA,0.99
Spyro: Enter the Dragonfly,PS2,NA,0.74
Call of Duty: World at War,Wii,NA,1.2
Devil May Cry 2,PS2,NA,0.71
Burnout Paradise,PS3,NA,1.01
E.T.: The Extra Terrestrial,2600,NA,1.84
BioShock Infinite,X360,NA,1.22
Hot Shots Golf: Open Tee,PSP,NA,0.5
Rad Racer,NES,NA,1.13
Soccer,NES,NA,0.18
Kirby Squeak Squad,DS,NA,0.79
Tom Clancy's Rainbow Six: Vegas,X360,NA,1.09
Destiny,X360,NA,1.3
Crash Nitro Kart,PS2,NA,0.74
Grand Theft Auto: San Andreas,XB,NA,1.26
Star Wars: Dark Forces,PC,NA,1.09
NBA Street Vol. 2,PS2,NA,1.69
Def Jam Vendetta,PS2,NA,0.95
FIFA Soccer 09,X360,NA,0.49
Who wants to be a millionaire,PC,NA,1.94
Scooby Doo and the Cyber Chase,PS,NA,0.59
Alleyway,GB,NA,0.96
Dragon Ball Z: Budokai 3,PS2,NA,1.09
Jet Moto 2,PS,NA,1.41
Tom Clancy's Ghost Recon,PS2,NA,1.42
X-Men Legends,PS2,NA,1.0
Batman: Arkham Origins,X360,NA,1.15
Guitar Hero: World Tour,PS3,NA,1.1
Mortal Kombat II,SNES,NA,1.48
Virtua Fighter 2,SAT,NA,0.34
Tetris DX,GB,NA,1.06
Mortal Kombat vs. DC Universe,X360,NA,1.53
Watch Dogs,PS3,NA,0.56
Mario Super Sluggers,Wii,NA,1.51
Tomb Raider (2013),X360,NA,0.86
The Legend of Zelda: Oracle of Ages,GB,NA,0.92
Need for Speed: Shift,X360,NA,0.73
Monopoly,Wii,NA,0.87
Red Faction,PS2,NA,0.76
The Sims: Makin' Magic,PC,NA,1.03
MX Unleashed,PS2,NA,0.94
PaRappa The Rapper,PS,NA,0.26
Toy Story Mania!,Wii,NA,1.06
Mario Party 3,N64,NA,0.72
Star Wars: The Force Unleashed,Wii,NA,1.14
Game Party 2,Wii,NA,1.3
Destiny: The Taken King,PS4,NA,0.77
LEGO Star Wars III: The Clone Wars,Wii,NA,1.08
Star Wars Rogue Leader: Rogue Squadron II,GC,NA,1.03
Max Payne 3,PS3,NA,0.59
Need for Speed Rivals,PS4,NA,0.73
Madden NFL 09,PS3,NA,1.56
Yokai Watch,3DS,NA,0.21
Ratchet & Clank Future: A Crack in Time,PS3,NA,1.05
Yu-Gi-Oh! Forbidden Memories,PS,NA,1.37
Mortal Kombat: Deception,PS2,NA,0.92
Hot Shots Golf 2,PS,NA,0.25
Medal of Honor: European Assault (All Region sales),PS2,NA,0.89
WCW Nitro,PS,NA,1.42
High School Musical: Sing It!,PS2,NA,0.47
Star Fox Adventures,GC,NA,0.96
FIFA 2000,PS,NA,0.22
Dynasty Warriors 3,PS2,NA,0.53
Donkey Kong Country Returns,3DS,NA,0.73
The Legend of Zelda: Oracle of Seasons,GB,NA,0.87
Madden NFL 06,XB,NA,1.75
Shrek 2,PS2,NA,1.12
The Legend of Dragoon,PS,NA,0.94
Turok 2: Seeds of Evil,N64,NA,1.37
LittleBigPlanet 3,PS4,NA,0.64
NBA Live 2002,PS2,NA,0.91
Phineas and Ferb,DS,NA,1.34
Chrono Cross,PS,NA,0.62
GoldenEye 007 (2010),Wii,NA,0.85
Mario Party: Island Tour,3DS,NA,0.61
Jak 3,PS2,NA,1.33
Rayman Raving Rabbids 2,Wii,NA,0.83
Kingdom Hearts: Chain of Memories,GBA,NA,1.26
Pinball,NES,NA,0.8
inFAMOUS 2,PS3,NA,1.05
Demon's Souls,PS3,NA,0.97
NCAA Football 06,PS2,NA,1.53
"Hey You, Pikachu!",N64,NA,0.83
2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,NA,1.31
World of Warcraft: Mists of Pandaria,PC,NA,0.84
Jet Moto,PS,NA,1.33
Just Cause 3,PS4,NA,0.46
Secret of Mana,SNES,NA,0.25
The Orange Box,X360,NA,1.09
Air Combat,PS,NA,0.92
Kirby: Triple Deluxe,3DS,NA,0.61
Sonic & Knuckles,GEN,NA,1.24
Namco Museum,PS2,NA,1.73
The Sims: Hot Date,PC,NA,1.81
Metroid Prime 3: Corruption,Wii,NA,0.91
Dragon Quest VI: Realms of Revelation,DS,NA,0.22
The Evil Within,PS4,NA,0.55
DDRMAX2: Dance Dance Revolution,PS2,NA,1.05
Crazy Taxi,DC,NA,1.1
Virtua Fighter 4,PS2,NA,0.78
Sly 2: Band of Thieves,PS2,NA,0.88
Guitar Hero: World Tour,PS2,NA,1.0
Sonic Advance 2,GBA,NA,0.93
Madden NFL 07,X360,NA,1.66
NBA 2K11,PS3,NA,1.41
NFL GameDay 2000,PS,NA,1.0
Call of Duty: Black Ops 3,PS3,NA,0.49
Disney's The Lion King,SNES,NA,1.26
Beyond: Two Souls,PS3,NA,0.52
Kinect Star Wars,X360,NA,1.05
Midnight Club II,PS2,NA,1.25
Dragon Quest Monsters: Joker,DS,NA,0.23
SpongeBob SquarePants: SuperSponge,PS,NA,1.12
The Getaway: Black Monday,PS2,NA,0.39
Professor Layton and the Mask of Miracle,3DS,NA,0.32
Just Cause 2,PS3,NA,0.45
Dragon's Dogma,PS3,NA,0.41
The Legend of Zelda: The Wind Waker,WiiU,NA,0.93
50 Cent: Bulletproof,PS2,NA,0.85
High School Musical: Sing It!,Wii,NA,1.16
Wii Party U,WiiU,NA,0.31
Madden NFL 25,PS3,NA,1.59
Final Fantasy II,SNES,NA,0.24
Kirby 64: The Crystal Shards,N64,NA,0.63
Dead or Alive 3,XB,NA,1.19
UFC 2009 Undisputed,PS3,NA,1.07
Metroid II: Return of Samus,GB,NA,0.85
WWF Attitude,PS,NA,1.27
The SpongeBob SquarePants Movie,PS2,NA,1.06
Golden Sun,GBA,NA,0.93
Sonic the Hedgehog 3,GEN,NA,1.02
Kid Icarus,NES,NA,0.53
Def Jam: Fight for NY,PS2,NA,0.86
Tom Clancy's Ghost Recon,XB,NA,1.23
State of Emergency,PS2,NA,0.86
BioShock Infinite,PS3,NA,0.72
Hitman: Absolution,X360,NA,0.68
2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,NA,1.26
Call of Duty: Black Ops 3,X360,NA,1.11
The Urbz: Sims in the City,PS2,NA,0.52
FIFA Soccer 08,PS3,NA,0.35
Star Wars: Starfighter,PS2,NA,0.61
Madden NFL 2000,PS,NA,1.68
Kingdom Hearts,PS3,NA,0.9
Star Wars: Battlefront,XB,NA,1.24
Pro Evolution Soccer,PS2,NA,0.06
Crackdown,X360,NA,1.0
Yoshi,NES,NA,0.7
Disney's Aladdin,SNES,NA,0.94
Kirby's Adventure,NES,NA,0.79
Cooking Mama 3: Shop & Chop,DS,NA,0.83
Dance Dance Revolution X,PS2,NA,0.85
2 Games in 1: Disney Princess & The Lion King,GBA,NA,1.25
Star Wars Episode I: The Phantom Menace,PS,NA,0.72
Xenosaga Episode I: Der Wille zur Macht,PS2,NA,0.63
Portal 2,PS3,NA,0.83
The Beatles: Rock Band,Wii,NA,1.19
Forza Motorsport 6,XOne,NA,0.69
Sonic Colors,Wii,NA,0.96
Cruis'n USA,N64,NA,1.69
Madden NFL 99,PS,NA,1.66
Diablo III,PS4,NA,0.49
Uncharted: Golden Abyss,PSV,NA,0.59
Destiny,PS3,NA,0.67
SSX Tricky,PS2,NA,0.85
Overwatch,PS4,NA,0.64
Twisted Metal III,PS,NA,1.48
Harry Potter and the Sorcerer's Stone,GB,NA,0.94
Disney Infinity,Wii,NA,1.15
Crash Bandicoot: The Huge Adventure,GBA,NA,0.95
Dishonored,X360,NA,1.06
Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,NA,0.85
The Order: 1886,PS4,NA,0.61
The Elder Scrolls Online,PS4,NA,0.66
Call of Duty: World at War Final Fronts,PS2,NA,0.61
Imagine: Teacher,DS,NA,0.7
Call of Duty: Modern Warfare 3,PC,NA,0.41
Madden NFL 2005,XB,NA,1.61
Star Ocean: Till The End of Time,PS2,NA,0.8
The Sims 3: Late Night Expansion Pack,PC,NA,0.59
Game Party 3,Wii,NA,1.43
Toy Story 2: Buzz Lightyear to the Rescue!,PS,NA,0.99
Deal or No Deal,DS,NA,1.15
Ace Combat 5: The Unsung War,PS2,NA,0.88
Need for Speed Underground,XB,NA,1.09
Tetris Worlds,GBA,NA,1.25
Cabela's Big Game Hunter 2010,Wii,NA,1.58
The Crew,PS4,NA,0.34
FIFA Soccer 10,PS2,NA,0.23
We Ski,Wii,NA,0.99
Personal Trainer: Math,DS,NA,0.49
Kirby's Return to Dreamland,Wii,NA,0.62
Ben 10: Protector of Earth,DS,NA,0.69
NCAA Football 07,PS2,NA,1.41
SOCOM 3: U.S. Navy SEALs,PS2,NA,1.22
NBA 2K15,XOne,NA,1.36
Saints Row 2,PS3,NA,0.88
Saints Row IV,X360,NA,1.01
Jampack Winter '99,PS,NA,0.94
Dragon Age: Origins,PS3,NA,0.96
FIFA 16,X360,NA,0.55
WCW vs. nWo: World Tour,N64,NA,1.37
WCW/NWO Thunder,PS,NA,1.1
Harry Potter and the Sorcerer's Stone,GBA,NA,0.87
Need For Speed: Undercover,X360,NA,0.79
Dragon Ball Z: The Legacy of Goku,GBA,NA,1.52
Sid Meier's Civilization V,PC,NA,0.98
Resident Evil 4,GC,NA,0.98
Call of Duty Black Ops: Declassified,PSV,NA,0.8
Star Wars Battlefront: Renegade Squadron,PSP,NA,0.9
World Championship Poker: Featuring Howard Lederer - All In,PS2,NA,0.82
NFL GameDay 98,PS,NA,1.58
LEGO Batman 2: DC Super Heroes,X360,NA,0.9
Yoshi's Cookie,GB,NA,0.59
Time Crisis,PS,NA,0.38
The Sims: Superstar,PC,NA,1.67
Star Wars The Clone Wars: Lightsaber Duels,Wii,NA,1.23
MySims,Wii,NA,0.91
Metroid Fusion,GBA,NA,1.18
Shaun White Snowboarding: Road Trip,Wii,NA,0.94
SSX 3,PS2,NA,0.93
Big Beach Sports,Wii,NA,0.45
Madden NFL 2001,PS,NA,1.58
Fight Night Round 3,PS3,NA,0.81
Knack,PS4,NA,0.43
Star Wars: Battlefront II,XB,NA,1.22
Disney's DuckTales,NES,NA,0.91
Tony Hawk's Pro Skater 3,PS,NA,1.09
"Monsters, Inc.",GBA,NA,0.59
StarCraft II: Heart of the Swarm,PC,NA,0.82
PGR: Project Gotham Racing 2,XB,NA,0.97
Spy Hunter,PS2,NA,1.13
NCAA Football 2004,PS2,NA,1.35
SpongeBob SquarePants: Battle for Bikini Bottom,PS2,NA,1.08
Dying Light,PS4,NA,0.63
Heavenly Sword,PS3,NA,0.57
Street Fighter II': Special Champion Edition,GEN,NA,1.0
SSX,PS2,NA,0.78
Max Payne 3,X360,NA,0.86
NBA Ballers,PS2,NA,0.81
Need for Speed Carbon,X360,NA,0.76
NBA Live 2003,PS2,NA,1.25
Dragon Ball Z: Budokai Tenkaichi,PS2,NA,0.96
Ms. Pac-Man,2600,NA,1.54
Mario Party 6,GC,NA,0.9
Super Scope 6,SNES,NA,1.06
Go Vacation,Wii,NA,0.48
Army of Two,X360,NA,1.09
Dragon Quest IV: Chapters of the Chosen,DS,NA,0.32
Kirby & the Amazing Mirror,GBA,NA,0.8
LEGO Pirates of the Caribbean: The Video Game,Wii,NA,0.76
Dig Dug,2600,NA,1.52
Tom Clancy's Rainbow Six,PS,NA,0.93
Ghosts 'n Goblins,NES,NA,0.74
Tiger Woods PGA Tour 2003,PS2,NA,0.8
NBA Live 06 (All region sales),PS2,NA,1.44
Prince of Persia: Warrior Within,PS2,NA,0.54
Kinectimals,X360,NA,1.02
Until Dawn,PS4,NA,0.44
ESPN NFL 2K5,XB,NA,1.54
Viva Pinata,X360,NA,0.45
Pikmin,GC,NA,0.78
Sonic Generations,PS3,NA,0.6
Tiger Woods PGA Tour 2004,PS2,NA,1.18
Ape Escape,PS,NA,0.71
NBA 2K15,X360,NA,1.33
NCAA Football 2005,PS2,NA,1.32
Just Cause 2,X360,NA,0.59
Tony Hawk's American Wasteland (Old all region sales),PS2,NA,0.8
Rage,X360,NA,0.82
Mario Hoops 3 on 3,DS,NA,0.99
Kirby Air Ride,GC,NA,1.01
Sled Storm,PS,NA,0.9
Pokemon Battle Revolution,Wii,NA,0.8
NFL Street 2,PS2,NA,0.79
Gears of War: Judgment,X360,NA,0.92
Baseball,GB,NA,0.66
Super Mario Strikers,GC,NA,0.98
SpongeBob's Atlantis SquarePantis,DS,NA,1.5
Far Cry 4,XOne,NA,0.79
Dance Dance Revolution: Hottest Party 2,Wii,NA,0.95
Moshi Monsters: Moshling Zoo,DS,NA,0.4
Dollar Dash,PS2,NA,1.3
Far Cry 2,X360,NA,0.71
F-1 World Grand Prix,N64,NA,0.46
River Raid,2600,NA,1.49
Silent Hill,PS,NA,0.71
Dragon Quest V: Hand of the Heavenly Bride,DS,NA,0.19
No Man's Sky,PS4,NA,0.58
Sonic Heroes,GC,NA,1.05
ESPN NBA 2K5,PS2,NA,1.26
Diablo,PC,NA,0.01
The Legend of Zelda: Twilight Princess,GC,NA,1.15
Soul Edge,PS,NA,0.61
Devil May Cry 4,PS3,NA,0.58
Mario Bros.,2600,NA,1.48
Pro Evolution Soccer 2008,PS3,NA,0.04
SoulCalibur IV,X360,NA,0.92
LEGO Harry Potter: Years 1-4,X360,NA,0.95
NASCAR 2000,PS,NA,0.88
Wolfenstein: The New Order,PS4,NA,0.47
Carnival Games: Mini Golf,Wii,NA,0.87
Guitar Hero: On Tour Decades,DS,NA,0.85
MySims Kingdom,DS,NA,0.81
Jampack Summer 2K,PS,NA,0.88
Need for Speed: Most Wanted,X360,NA,0.62
Guitar Hero 5,Wii,NA,0.94
High School Musical 3: Senior Year,DS,NA,0.64
Kingdom Hearts 3D: Dream Drop Distance,3DS,NA,0.88
Hannah Montana: Music Jam,DS,NA,1.06
Pokemon Mystery Dungeon: Explorers of Sky,DS,NA,0.58
Spyro 2: Season of Flame,GBA,NA,0.85
Pro Evolution Soccer 2010,PS2,NA,0.1
NCAA Football 2002,PS2,NA,0.77
Conflict: Desert Storm,PS2,NA,0.98
Mario Party 7,GC,NA,0.95
Pro Evolution Soccer 2013,PS3,NA,0.18
Smuggler's Run,PS2,NA,0.77
Fight Night Round 3,PS2,NA,1.07
Donkey Kong Classics,NES,NA,0.59
Twisted Metal,PS,NA,1.32
Dark Souls III,PS4,NA,0.58
Final Fight,SNES,NA,0.67
Pokemon Pinball: Ruby & Sapphire,GBA,NA,0.68
LEGO Marvel Super Heroes,PS4,NA,0.59
Mafia II,X360,NA,0.84
Dishonored,PS3,NA,0.72
Stuntman,PS2,NA,0.76
Tom Clancy's Rainbow Six 3,XB,NA,0.91
Active Life: Outdoor Challenge,Wii,NA,0.79
BioShock 2,PS3,NA,0.85
007: The World is not Enough,N64,NA,1.13
Spider-Man 2: Enter: Electro,PS,NA,0.57
Watch Dogs,XOne,NA,0.9
Star Wars: The Force Unleashed II,PS3,NA,0.8
Ni no Kuni: Wrath of the White Witch,PS3,NA,0.6
Command & Conquer: Tiberian Sun,PC,NA,1.55
LEGO Battles: Ninjago,DS,NA,1.07
Mario Party 10,WiiU,NA,0.69
Dead Rising 3,XOne,NA,1.06
Resident Evil: The Umbrella Chronicles,Wii,NA,0.68
Fire Emblem Fates,3DS,NA,0.71
Dark Cloud,PS2,NA,0.83
Warcraft III: The Frozen Throne,PC,NA,0.58
Tom Clancy's Ghost Recon Advanced Warfighter,X360,NA,1.4
Disney Fairies: Tinker Bell,DS,NA,0.86
MVP Baseball 2005,PS2,NA,1.26
Die Hard Trilogy,PS,NA,0.85
Call of Duty: Black Ops II,PC,NA,0.63
Fight Night Round 4,PS3,NA,0.92
MySims Kingdom,Wii,NA,0.71
The Simpsons Game,DS,NA,0.57
Mortal Kombat 3,SNES,NA,1.19
NFL GameDay 99,PS,NA,1.44
Call of Duty: Modern Warfare: Reflex Edition,Wii,NA,0.95
FIFA 17,XOne,NA,0.17
Mario Golf: Toadstool Tour,GC,NA,1.09
Tiger Woods 99 PGA Tour Golf,PS,NA,0.85
Donkey Kong Country: Tropical Freeze,WiiU,NA,0.73
Dead Space 2,X360,NA,0.94
Sonic Rivals 2,PSP,NA,0.44
Knockout Kings,PS,NA,1.07
The Simpsons Skateboarding,PS2,NA,0.36
NASCAR 98,PS,NA,1.43
Xevious,NES,NA,0.18
NASCAR 99,PS,NA,1.45
NBA Live 2000,PS,NA,1.43
Mafia II,PS3,NA,0.5
Call of Duty 3,PS3,NA,0.6
Super Monkey Ball 2,GC,NA,1.11
Pac-Man World 2,PS2,NA,1.26
Madden NFL 15,XOne,NA,1.3
Sonic & Sega All-Stars Racing,Wii,NA,0.65
LEGO Star Wars III: The Clone Wars,X360,NA,0.84
Football Manager 2012,PC,NA,0.02
Mega Man 2,NES,NA,0.93
Simpsons Wrestling,PS,NA,0.23
NBA Live 98,PS,NA,1.41
The Simpsons Game,PS2,NA,0.35
Monopoly,PS,NA,1.18
SoulCalibur II,GC,NA,0.99
Resistance 3,PS3,NA,0.64
Tokyo Xtreme Racer Zero,PS2,NA,0.66
Final Fantasy XIV: A Realm Reborn,PC,NA,0.86
NFL Blitz,PS,NA,1.41
Red Faction II,PS2,NA,0.49
Super Scribblenauts,DS,NA,1.08
Madden NFL 2001,PS2,NA,1.19
WWF No Mercy,N64,NA,1.2
Ice Climber,NES,NA,0.46
Sonic CD,SCD,NA,1.0
Dead Rising 2,X360,NA,0.75
Rock Band 2,PS3,NA,1.13
Pac-Man World,PS,NA,1.21
Disney Sing It: Pop Hits,Wii,NA,1.08
Final Fantasy: Crystal Chronicles,GC,NA,0.72
Medal of Honor: Frontline,XB,NA,1.0
Madden NFL 09,PS2,NA,1.22
Drawn To Life: SpongeBob SquarePants Edition,DS,NA,1.0
Banjo-Tooie,N64,NA,0.82
007: Quantum of Solace,X360,NA,0.82
The Sims 3,Wii,NA,0.61
New Play Control! Mario Power Tennis,Wii,NA,0.37
Bratz: Forever Diamondz,DS,NA,0.43
